No. of Iterations,MFO,FFA,GWO,DE,MVO,HHO,MFOS
387,24149.99,47400.21,54498.52,61112.45,46418.4,21767.41,28.26
388,24117.57,47397.57,54496.84,61111.89,46234.46,21765.34,28.18
389,24085.15,47394.93,54495.16,61111.33,46050.52,21763.27,27.74
390,24052.73,47392.29,54493.48,61110.77,45866.58,21761.2,27.67
391,24020.31,47389.65,54491.8,61110.21,45682.64,21759.13,27.64
392,23987.89,47387.01,54490.12,61109.65,45498.7,21757.06,27.61
393,23955.47,47384.37,54488.44,61109.09,45314.76,21754.99,27.52
394,23923.05,47381.73,54486.76,61108.53,45130.82,21752.92,27.38
395,23890.63,47379.09,54485.08,61107.97,44946.88,21750.85,27.16
396,23858.21,47376.45,54483.4,61107.41,44808.98,21748.78,26.91
397,23825.79,47373.81,54481.72,61106.85,44671.08,21746.71,26.89
398,23793.37,47371.17,54480.04,61106.29,44533.18,21744.64,26.65
399,23760.95,47368.53,54478.36,61105.73,44395.28,21742.57,26.37
400,23728.53,47365.89,54476.68,61105.17,44257.38,21727.41,26.34
401,23696.11,47363.25,54475,61104.61,44119.48,21712.25,26.21
402,23663.69,47360.61,54473.32,61104.05,43981.58,21697.09,26.19
403,23631.27,47357.97,54471.64,61103.49,43843.68,21681.93,26.04
404,23598.85,47355.33,54469.96,61102.93,43705.78,21666.77,25.98
405,23566.43,47352.69,54468.28,61102.37,43567.88,21651.61,25.79
406,23534.01,47350.68,54466.6,61101.81,43429.98,21636.45,25.76
407,23501.59,47348.67,54464.92,61101.25,43292.08,21621.29,25.76
408,23469.17,47346.66,54463.24,61100.69,43154.18,21606.13,25.76
409,23436.75,47344.65,54461.56,61100.13,43033.24,21590.97,25.53
410,23404.33,47342.64,54459.88,61099.57,42912.3,21575.81,25.53
411,23371.91,47340.63,54458.2,61099.01,42791.36,21560.65,25.53
412,23339.49,47338.62,54456.52,61098.45,42670.42,21545.49,25.5
413,23307.07,47336.61,54454.84,61097.89,42549.48,21530.33,25.41
414,23274.65,47334.6,54453.16,61097.33,42428.54,21515.17,25.35
415,23242.23,47332.59,54451.48,61096.77,42307.6,21500.01,25.28
416,23209.81,47330.58,54449.8,61096.21,42186.66,21484.85,25.27
417,23177.39,47328.57,54448.12,61095.65,42065.72,21469.69,25.27
418,23144.97,47326.56,54446.44,61095.09,41944.78,21454.53,25.14
419,23112.55,47324.55,54444.76,61094.53,41823.84,21439.37,25.14
420,23080.13,47322.54,54443.08,61093.97,41702.9,21424.21,25.12
421,23047.71,47320.53,54441.4,61093.41,41581.96,21409.05,25.09
422,23015.29,47318.52,54439.72,61092.85,41461.02,21393.89,25.07
423,22982.87,47316.51,54438.04,61092.29,41340.08,21378.73,24.98
424,22950.45,47314.5,54436.36,61091.73,41219.14,21363.57,24.97
425,22918.03,47312.49,54434.68,61091.17,41098.2,21348.41,24.97
426,22885.61,47310.48,54433,61090.61,41005.44,21333.25,24.97
427,22853.19,47308.47,54431.32,61090.05,40912.68,21318.09,24.97
428,22820.77,47306.46,54429.64,61089.49,40819.92,21302.93,24.93
429,22788.35,47304.45,54427.96,61088.93,40727.16,21287.77,24.92
430,22755.93,47302.44,54426.28,61088.37,40634.4,21272.61,24.91
431,22723.51,47300.43,54424.6,61087.81,40541.64,21257.45,24.36
432,22691.09,47298.42,54422.92,61087.25,40448.88,21242.29,24.23
433,22658.67,47296.41,54421.24,61086.69,40356.12,21227.13,24.03
434,22626.25,47294.4,54419.56,61086.13,40263.36,21211.97,24.01
435,22593.83,47292.39,54417.88,61085.57,40170.6,21196.81,23.86
436,22561.41,47290.38,54416.2,61085.01,40077.84,21181.65,23.86
437,22528.99,47288.37,54414.52,61084.45,39985.08,21166.49,23.85
438,22496.57,47286.36,54412.84,61083.89,39892.32,21151.33,23.82
439,22464.15,47284.35,54411.16,61083.33,39799.56,21136.17,23.77
440,22431.73,47282.34,54409.48,61082.77,39706.8,21121.01,23.75
441,22399.31,47280.33,54407.8,61082.21,39614.04,21105.85,23.64
442,22366.89,47278.32,54406.12,61081.65,39549.75,21090.69,23.61
443,22334.47,47276.31,54404.44,61081.09,39485.46,21075.53,23.55
444,22302.05,47274.3,54402.76,61080.53,39421.17,21060.37,23.53
445,22269.63,47272.29,54401.08,61079.97,39356.88,21045.21,23.5
446,22237.21,47270.28,54399.4,61079.41,39292.59,21030.05,23.5
447,22204.79,47268.27,54397.72,61078.85,39228.3,20979.89,23.47
448,22172.37,47266.26,54396.04,61078.29,39164.01,20929.73,23.43
449,22139.95,47264.25,54394.36,61077.73,39099.72,20879.57,23.43
450,22107.53,47262.24,54392.68,61077.17,39035.43,20829.41,23.43
451,22075.11,47260.23,54391,61076.61,38971.14,20779.25,23.42
452,22042.69,47258.22,54389.32,61076.05,38906.85,20729.09,23.42
453,22010.27,47256.21,54387.64,61075.49,38842.56,20678.93,23.42
454,21977.85,47254.2,54385.96,61074.93,38778.27,20628.77,23.42
455,21945.43,47252.19,54384.28,61074.37,38713.98,20578.61,23.42
456,21913.01,47250.18,54382.6,61073.81,38649.69,20528.45,23.42
457,21880.59,47248.17,54380.92,61073.25,38585.4,20478.29,23.42
458,21848.17,47246.16,54379.24,61072.69,38550.21,20428.13,23.42
459,21815.75,47244.15,54377.56,61072.13,38515.02,20377.97,23.42
460,21783.33,47242.14,54375.88,61071.57,38479.83,20327.81,23.42
461,21750.91,47240.13,54374.2,61071.01,38444.64,20277.65,23.29
462,21718.49,47238.12,54372.52,61070.45,38409.45,20227.49,22.59
463,21686.07,47236.11,54370.84,61069.89,38374.26,20177.33,22.54
464,21653.65,47234.1,54369.16,61069.33,38339.07,20127.17,22.49
465,21621.23,47232.09,54367.48,61068.77,38303.88,20077.01,22.45
466,21588.81,47230.08,54365.8,61068.21,38268.69,20026.85,22.4
467,21556.39,47228.07,54364.12,61067.65,38233.5,19976.69,22.38
468,21523.97,47226.06,54362.44,61067.09,38198.31,19926.53,22.38
469,21491.55,47224.05,54360.76,61066.53,38163.12,19876.37,22.38
470,21459.13,47222.04,54359.08,61065.97,38127.93,19826.21,22.38
471,21426.71,47220.03,54357.4,61065.41,38092.74,19776.05,22.38
472,21407.1,47218.02,54355.72,61064.85,38057.55,19725.89,22.38
473,21387.49,47216.01,54354.04,61064.29,38022.36,19675.73,22.38
474,21367.88,47214,54352.36,61063.73,37987.17,19625.57,22.36
475,21348.27,47211.99,54350.68,61063.17,37951.98,19575.41,22.31
476,21328.66,47209.98,54349,61062.61,37916.79,19525.25,22.31
477,21309.05,47207.97,54347.32,61062.05,37881.6,19475.09,22.31
478,21289.44,47206.88,54345.64,61061.49,37846.41,19424.93,22.31
479,21269.83,47205.79,54343.96,61060.93,37811.22,19374.77,22.31
480,21250.22,47204.7,54342.28,61060.37,37776.03,19324.61,22.31
481,21230.61,47203.61,54340.6,61059.81,37740.84,19274.45,22.3
482,21211,47202.52,54338.92,61059.25,37705.65,19224.29,22.3
483,21191.39,47201.43,54337.24,61058.69,37693.57,19174.13,22.29
484,21171.78,47200.34,54335.56,61058.13,37681.49,19123.97,22.28
485,21152.17,47199.25,54333.88,61057.57,37669.41,19073.81,22.28
486,21132.56,47198.16,54332.2,61057.01,37657.33,19023.65,22.28
487,21112.95,47197.07,54330.52,61056.45,37645.25,18973.49,22.28
488,21093.34,47195.98,54328.84,61055.89,37633.17,18923.33,22.28
489,21073.73,47194.89,54327.16,61055.33,37621.09,18873.17,22.28
490,21054.12,47193.8,54325.48,61054.77,37609.01,18823.01,22.28
491,21034.51,47192.71,54323.8,61054.21,37596.93,18772.85,22.28
492,21014.9,47191.62,54322.12,61053.65,37584.85,18722.69,22.28
493,20995.29,47190.53,54320.44,61053.09,37572.77,18672.53,22.28
494,20975.68,47189.44,54318.76,61052.53,37560.69,18622.37,22.28
495,20956.07,47188.35,54317.08,61051.97,37548.61,18572.21,22.28
496,20936.46,47187.26,54315.4,61051.41,37536.53,18522.05,22.28
497,20916.85,47186.17,54313.72,61050.85,37524.45,18471.89,22.28
498,20897.24,47185.08,54312.04,61050.29,37512.37,18421.73,22.28
499,20877.63,47183.99,54310.36,61049.73,37500.29,18371.57,22.28
500,20858.02,47182.9,54308.68,61049.17,37488.21,18321.41,22.28
